Id,SalePrice_pred
1710,225707.6107362134
1711,277678.36004917644
1712,240121.64124016935
1713,260843.76394326065
1714,219747.75650475937
1715,209146.04027479258
1716,183526.79603948985
1717,193017.1993020446
1718,138536.2243254357
1719,223712.665403477
1720,241963.39677487087
1721,177814.68451804286
1722,126146.08175760412
1723,159392.40486702655
1724,205104.83348549204
1725,236653.5126519801
1726,203178.51697525225
1727,147098.6918060984
1728,196822.9098211697
1729,154529.01485496486
1730,174809.92857421035
1731,125520.87143215854
1732,133860.27490147678
1733,104393.97934340233
1734,111802.64797197422
1735,136002.33211956965
1736,96875.52925373329
1737,287076.3066948907
1738,231073.1823491662
1739,265068.1489139006
1740,201480.21066160436
1741,186052.83345413595
1742,181567.55029580448
1743,178854.66483077544
1744,322433.31574308814
1745,218521.78389872954
1746,241569.47355490993
1747,229564.65106370914
1748,245140.83914168092
1749,141365.30063167613
1750,142785.52321456093
1751,262027.85200549397
1752,110087.36599154343
1753,149687.12168045586
1754,201906.55724632627
1755,164468.39524577503
1756,123375.85766098074
1757,114728.45982053892
1758,148396.42658040038
1759,166036.56091558217
1760,166561.90142161306
1761,155817.48539589322
1762,190743.78662190647
1763,193001.08238773342
1764,112757.99500555191
1765,186760.03344840338
1766,184267.04423036132
1767,218164.22698232945
1768,143090.43496262058
1769,172335.72326694205
1770,154576.9518434647
1771,121502.4953436336
1772,130476.89576614407
1773,120104.6625244393
1774,163284.85521304797
1775,134354.2209047955
1776,138051.51242911443
1777,110940.45069850945
1778,145863.30126367963
1779,117597.10322612885
1780,189522.65537857387
1781,128729.34048210856
1782,66032.41482165491
1783,134555.50000024278
1784,96014.50946572439
1785,137346.09873258934
1786,140471.9210499899
1787,191745.23066900801
1788,49166.76714608623
1789,108259.78892792057
1790,46383.849641705645
1791,222694.1809486912
1792,168074.91661696232
1793,138909.04500792403
1794,172514.8372164586
1795,132147.66874931788
1796,141839.89864552836
1797,141957.4917748661
1798,119775.25964559327
1799,105955.09819895364
1800,134749.09201570146
1801,117132.90999675101
1802,147025.17317280252
1803,166142.90048818526
1804,120809.24787693664
1805,139548.61875266838
1806,135014.5485142304
1807,152100.6439673719
1808,121715.89757383161
1809,120018.25952619521
1810,144164.97408716116
1811,96620.72907355588
1812,103377.99721648975
1813,118919.88658040484
1814,83710.47594938503
1815,27797.774814793112
1816,99462.58643468883
1817,104732.14219982513
1818,169264.38070817752
1819,136141.00035665405
1820,41918.2215006139
1821,122836.06628213357
1822,159463.55292981508
1823,28124.65570836226
1824,145172.9588025177
1825,140512.94652514652
1826,94785.48121039166
1827,89811.65967060336
1828,125972.91103348552
1829,143972.81769459415
1830,151860.08030332
1831,153782.91025455194
1832,76435.19136648913
1833,149848.5941528212
1834,115909.53563997793
1835,120877.93525356465
1836,133998.5925720845
1837,73468.86909520347
1838,112344.13427548324
1839,98737.70096052048
1840,150480.3707403345
1841,133972.13498416837
1842,92828.60162114407
1843,120609.21122072183
1844,139879.035181394
1845,143141.4741702605
1846,140865.47567515363
1847,167806.0341369581
1848,22588.1025880347
1849,126478.93524051124
1850,117582.10591310197
1851,153583.15790162905
1852,131996.81670567827
1853,124914.43495544986
1854,177838.36094064362
1855,148239.47045306466
1856,231667.35861358736
1857,158996.33695488266
1858,166223.51353711213
1859,122475.20272978349
1860,148475.0068153968
1861,121245.99304676361
1862,318877.4558435273
1863,317433.99886034103
1864,317447.63724348147
1865,360510.90772435704
1866,358075.7422816807
1867,229666.85724291042
1868,297785.64109168487
1869,213423.88585655444
1870,228677.07115181375
1871,284009.730631027
1872,179683.6855388898
1873,228003.0653396091
1874,151541.69671365226
1875,210938.22078159516
1876,196948.39694864565
1877,205480.57733050047
1878,218838.15639543417
1879,116041.05472674078
1880,127369.82531185003
1881,241419.66173314664
1882,247656.51720306504
1883,194412.1213230483
1884,209244.9928668155
1885,255862.2440388889
1886,293242.2255970308
1887,221240.08963738036
1888,260322.1591137101
1889,174465.43823339356
1890,116879.62044433097
1891,139829.40273567205
1892,86856.27254574728
1893,130770.25778529735
1894,113473.83062000119
1895,136426.3209669768
1896,127837.9771432808
1897,97924.18167539265
1898,116999.17237869851
1899,153928.4113063359
1900,149672.26283556584
1901,159133.67331501626
1902,142298.6741511477
1903,219465.2926643862
1904,146545.6165348266
1905,193448.97197723654
1906,145419.25838987494
1907,217612.8316559978
1908,110979.87702326971
1909,142044.4541639433
1910,122079.167194268
1911,212953.955285996
1912,296539.1362356764
1913,153619.32635143242
1914,58217.25671333178
1915,310722.7028290463
1916,39027.21835654245
1917,258095.7851532339
1918,136661.78628810128
1919,178457.51409533623
1920,168766.92292885098
1921,373962.5528198031
1922,349615.93227190676
1923,229725.0670424237
1924,221866.00840431533
1925,214143.06030584656
1926,382122.67827891035
1927,124395.63517447835
1928,149913.73981991154
1929,112562.23522254247
1930,128762.28537406135
1931,140714.5125574855
1932,137453.25922082204
1933,194807.419051295
1934,179148.16522664082
1935,166834.1553539018
1936,201807.76192933752
1937,180434.96811862398
1938,177229.46601869498
1939,251368.9244779935
1940,188384.9312112301
1941,171495.29154693973
1942,183936.20354027944
1943,219824.7220796756
1944,358948.7203830314
1945,363472.3559449512
1946,140342.8590118106
1947,317366.9526685636
1948,162634.98748816698
1949,245805.04104784422
1950,199414.7360580164
1951,250567.32479641685
1952,206170.60370887973
1953,182560.66832499576
1954,196176.4383622992
1955,129678.66385199563
1956,290080.4168130235
1957,153828.23719899167
1958,290110.7178797184
1959,142133.81396938208
1960,96336.92857979768
1961,121202.72782051597
1962,83290.66847927212
1963,104546.11864603615
1964,94149.02476355013
1965,134658.37170212794
1966,136632.38072195215
1967,291088.19511765614
1968,391293.25221525657
1969,370453.40631065774
1970,382388.0154173835
1971,442282.7586393566
1972,355019.23766857805
1973,282888.70386495127
1974,332821.5117579922
1975,448339.40796724096
1976,266643.24967122206
1977,361379.7522305291
1978,330972.49810737045
1979,310144.4530238324
1980,192810.14785915895
1981,340137.10707164067
1982,204562.16535791746
1983,195393.7399812255
1984,174834.92010595335
1985,238548.52525844425
1986,203987.51866468263
1987,204568.2426485034
1988,177565.73840261277
1989,204265.31693872856
1990,218998.3564165491
1991,216340.03125656818
1992,241591.81245159497
1993,185305.9165496197
1994,250788.90827634744
1995,187515.34232398664
1996,280406.67821595457
1997,312568.0844301754
1998,289058.391843881
1999,272149.3784179904
2000,297237.03345518897
2001,264674.2440209175
2002,250482.49107892113
2003,243777.62156126305
2004,281292.92009231844
2005,245959.0276479696
2006,221999.49384294293
2007,245103.78816899972
2008,221963.1569945246
2009,210050.2877269699
2010,197412.23598556878
2011,154384.55490774417
2012,182716.1281020886
2013,178522.67579545418
2014,182266.02906369162
2015,204074.30426556105
2016,198574.1326980581
2017,203214.12119490583
2018,124447.36847240746
2019,135724.31100416582
2020,88387.90559534931
2021,89425.75185357992
2022,171392.77697361613
2023,147695.13236164805
2024,274162.2432730738
2025,338606.7137534104
2026,174275.91981915466
2027,155280.14371780088
2028,157002.55158047922
2029,168549.76038003096
2030,265485.7033217718
2031,246814.61863230058
2032,274510.46776990464
2033,255428.697139343
2034,182220.61305940177
2035,228046.82260214293
2036,210355.69943267974
2037,211257.37823075167
2038,324473.0385860885
2039,226202.42213289908
2040,329971.57021516305
2041,288087.5849568027
2042,205295.53704890428
2043,174080.57600490237
2044,191523.50621883065
2045,197050.56274588124
2046,142240.28971642914
2047,142752.83943328192
2048,149908.02715969918
2049,138293.54749688823
2050,177972.08781610758
2051,113411.12901365182
2052,132945.75384656785
2053,146782.7516538929
2054,77524.42053252168
2055,161178.46428877136
2056,156200.79682312708
2057,106712.91973906223
2058,215001.67255161755
2059,129234.3782887672
2060,169670.92371294866
2061,192069.61272000236
2062,121828.28861389332
2063,118940.44857592015
2064,126063.8524763895
2065,123178.5602642345
2066,180437.36397443595
2067,135308.12085317165
2068,146136.1608181726
2069,84930.79209818623
2070,115803.97695432972
2071,89127.21949645971
2072,143457.1771180573
2073,130869.9471704186
2074,165872.68964764592
2075,166890.71625623433
2076,123213.23885132224
2077,154435.16740427059
2078,116212.90093891876
2079,148151.547862897
2080,123867.21926274557
2081,126788.84755222847
2082,136552.97186261526
2083,159250.53683628346
2084,97799.56420238421
2085,112796.37557202781
2086,141860.34488058658
2087,127322.95015467258
2088,91791.35146474866
2089,68686.77123265034
2090,132170.88278192017
2091,80801.93362419534
2092,124005.71337589106
2093,157896.1479515925
2094,110285.44061084834
2095,133337.34125351073
2096,78432.39749196808
2097,95054.36998690868
2098,152877.62479899972
2099,24344.394300948537
2100,64799.59879516614
2101,105863.44430259876
2102,147465.83034992314
2103,86770.52962078559
2104,151179.54091363613
2105,136045.29804944323
2106,26347.790682314633
2107,209635.98047674727
2108,114497.75227602909
2109,94824.62362929736
2110,124452.75802127311
2111,147297.17215526526
2112,134423.48731907713
2113,110501.38031201277
2114,116877.02790856003
2115,156849.11842744393
2116,111056.31779522217
2117,146930.94946915325
2118,122652.05442995121
2119,100864.82518977395
2120,117952.31422434282
2121,89236.31603431559
2122,97158.54967980318
2123,72825.11469023382
2124,179567.5073541401
2125,139030.9048454726
2126,146959.46289093414
2127,177591.35210959223
2128,142487.50125641417
2129,101365.40457284078
2130,133166.75644881465
2131,137177.40418024396
2132,107481.68275821194
2133,124048.11592014489
2134,122042.86309363821
2135,99134.84912522906
2136,48563.05425462473
2137,115258.46674616227
2138,132570.42273452657
2139,143944.16368333113
2140,132865.13237662264
2141,163990.42598774223
2142,125536.12386736351
2143,140367.0100917464
2144,116811.39690462072
2145,148919.74832307803
2146,197287.42680253426
2147,141009.4127046956
2148,145774.96305614436
2149,150764.60470290604
2150,230293.45425473514
2151,134524.89485129685
2152,182604.48594045796
2153,194662.3514870148
2154,102784.92603941623
2155,146610.73841565137
2156,262206.3486221118
2157,230233.6094844486
2158,241786.9976053114
2159,230110.76629135013
2160,191422.3929505315
2161,242880.40324020653
2162,372820.6352697195
2163,363137.7204651501
2164,256791.35809716606
2165,193042.75312456265
2166,165353.46605098477
2167,224065.72968651078
2168,193797.25747106038
2169,202120.22789158055
2170,220238.30825885572
2171,158343.29436836363
2172,136605.4814267269
2173,179353.84761114285
2174,223390.33108508383
2175,271088.79484253866
2176,305060.2582305843
2177,235383.35351000362
2178,219887.4057197369
2179,147773.6221138975
2180,218773.80900458482
2181,206979.48583789836
2182,233902.13325957957
2183,203946.35299189368
2184,125446.63729794574
2185,131117.58528184093
2186,135326.30619810574
2187,158544.9786909803
2188,166269.06739065968
2189,322370.15740375733
2190,79925.70178380019
2191,66815.26866973707
2192,71715.34711487942
2193,124859.1473413848
2194,101787.32549824398
2195,85573.4447014537
2196,113636.73705186404
2197,111329.23261449965
2198,161335.60579566887
2199,190913.60429862782
2200,137316.80570236716
2201,137293.03207936458
2202,196774.32976731032
2203,135074.44929551252
2204,156945.77616815502
2205,113805.04983689307
2206,140374.32597075443
2207,218843.9891829104
2208,241734.2708670744
2209,202086.64096398227
2210,120441.75338252798
2211,120803.26955243244
2212,118334.36549124854
2213,98688.86550228148
2214,147729.70031693997
2215,94356.59488244394
2216,147764.70672188638
2217,51964.6825178186
2218,88312.13906267643
2219,77836.99119751586
2220,55483.44225327847
2221,311873.33962351584
2222,287139.16378972656
2223,306338.1155431259
2224,219481.6059308026
2225,134051.43568683873
2226,178272.28928265756
2227,211173.03318973375
2228,296891.64056719956
2229,253624.26868160308
2230,153995.60465232466
2231,221998.86844775887
2232,171642.21587423707
2233,182950.04594581327
2234,260919.4562420729
2235,240640.98557893277
2236,253757.51254937507
2237,315736.07962177653
2238,214036.22637230117
2239,120788.03363343685
2240,172284.22267269876
2241,139562.93014840456
2242,123581.95835519492
2243,128223.05216453382
2244,102000.19459703832
2245,112291.51367443633
2246,134454.5400884934
2247,127016.3340793913
2248,125672.27590543492
2249,116778.92646494691
2250,124335.57909421175
2251,112363.17789699699
2252,181250.07394004098
2253,164928.34611805886
2254,179677.21740861275
2255,192858.5011898449
2256,187434.82537769136
2257,219376.39564577545
2258,156346.856336647
2259,173952.9039132209
2260,167444.6018597425
2261,209143.7048079156
2262,225163.56095028727
2263,350216.0682335647
2264,407013.0933182467
2265,166740.2270118814
2266,298566.21828773885
2267,351996.18932108814
2268,404803.1441005083
2269,165010.96917425536
2270,198871.47568569536
2271,212047.92551094294
2272,213354.7281698537
2273,154227.01490198474
2274,183730.3742184096
2275,151682.97491823923
2276,201603.15041330166
2277,188884.50280853893
2278,156186.2384896041
2279,126670.48374537737
2280,112899.32244929488
2281,167539.22903242474
2282,180085.01783858374
2283,112430.60966529515
2284,118743.16790858799
2285,137436.6639496823
2286,114471.21739792821
2287,374567.61984277924
2288,284452.52688918274
2289,309760.659950373
2290,409294.41631212673
2291,328836.65049211966
2292,399781.5779467366
2293,422026.868033899
2294,373359.12466230785
2295,427712.89547242655
2296,244209.96187718428
2297,362397.5838779794
2298,355791.03766875726
2299,336005.9313120415
2300,319592.53404081945
2301,321847.9384580059
2302,237121.8621858324
2303,240435.0973038741
2304,231572.22746415497
2305,191619.15809153498
2306,184620.98251808717
2307,194524.91411125002
2308,216520.23935118312
2309,297015.96716000536
2310,203905.27226407087
2311,205746.70175205692
2312,177278.5130953897
2313,182755.0235264768
2314,188962.00399175554
2315,184543.9784026017
2316,216146.41424950567
2317,192631.58842119793
2318,189406.87707702199
2319,192299.16410876747
2320,184432.49321096845
2321,247544.7126471189
2322,193320.49765051543
2323,208047.20931812184
2324,207328.67085876793
2325,215963.89368353738
2326,190757.63325921298
2327,207523.51676063403
2328,236135.11049503484
2329,194953.2312933732
2330,183671.49305053975
2331,312236.562392303
2332,387586.68882419146
2333,300118.7762594111
2334,256749.3492537748
2335,291701.0980831863
2336,295895.01562598854
2337,199723.17326320958
2338,251754.52335449506
2339,232672.3900998995
2340,389591.0012544261
2341,207145.28321709455
2342,233087.96461132975
2343,221357.53791847924
2344,227655.81646588765
2345,223953.39569397754
2346,216412.65663495145
2347,192816.00946081235
2348,244017.68869316624
2349,170499.74790276392
2350,315457.6298812516
2351,267117.47400362516
2352,247143.8801782729
2353,249012.82876521657
2354,142512.57145435474
2355,155938.71385372075
2356,162481.79603413426
2357,190873.588586473
2358,196347.1936541047
2359,125163.89284308914
2360,112251.97947778452
2361,147636.76060138506
2362,264407.6524231682
2363,149405.51837397748
2364,180077.71346760704
2365,218177.08564615174
2366,199328.86707036805
2367,222710.50412764066
2368,221024.32007739219
2369,203314.19854293304
2370,167065.2935329593
2371,166573.34992281848
2372,192582.82135670012
2373,290835.14094042685
2374,310782.8301635663
2375,249344.71921076404
2376,278707.452154618
2377,308990.3960572
2378,148044.05986039777
2379,231036.69829756976
2380,155306.11319247435
2381,177615.11726309638
2382,218565.70778127672
2383,199185.1722601733
2384,245662.73889100575
2385,162724.4653740822
2386,134978.36720645602
2387,133392.33516009408
2388,109883.1972910113
2389,120031.88084414165
2390,147737.02593084518
2391,136706.82683961547
2392,113203.43540829036
2393,164142.24756136248
2394,149501.58218907847
2395,219948.13739293316
2396,144504.9031653938
2397,210500.8808451801
2398,136693.95342936867
2399,47598.321436517144
2400,51363.764374836144
2401,118720.91190228755
2402,142952.53742455455
2403,142154.64826513975
2404,144564.87931052473
2405,164497.9672681593
2406,137063.40910933912
2407,129189.17745826945
2408,156558.6695343088
2409,109568.93624923218
2410,193227.43764791463
2411,110351.95164019981
2412,153494.39266987063
2413,127571.74291887584
2414,163245.29116512177
2415,136786.2015108519
2416,130479.16560187859
2417,132041.66578848122
2418,133501.79343502055
2419,129562.03488874817
2420,121603.172279502
2421,142127.65250519436
2422,99924.62374060183
2423,119671.29963791627
2424,146886.45329394846
2425,228708.60294530878
2426,125206.95140669032
2427,131714.29923736933
2428,194163.14299976628
2429,99135.80546646449
2430,131227.6349436023
2431,103706.86504793576
2432,145465.79334072466
2433,143833.43406718964
2434,138401.59927256827
2435,155383.77670014306
2436,117783.01417932558
2437,103648.21182016784
2438,110558.73803481016
2439,108407.96944734306
2440,130845.1236898569
2441,106366.2255531406
2442,90979.45874887932
2443,143819.399527042
2444,118051.63625374743
2445,82975.29698164006
2446,138445.98077153697
2447,198747.72160998028
2448,130933.07965239539
2449,123536.97768083503
2450,155638.2373375647
2451,119779.3398970607
2452,212605.42227739334
2453,89904.69735025843
2454,100229.47290549192
2455,122389.36038668011
2456,133456.53001411213
2457,118674.50413255766
2458,129176.61118315316
2459,99368.05878755588
2460,149990.28523111835
2461,131239.59695470778
2462,126612.4248641282
2463,126327.13118111766
2464,178792.95844379475
2465,141551.5844432763
2466,121095.87193703826
2467,154640.28491104732
2468,77703.65945429493
2469,71375.18473560864
2470,205866.76187212727
2471,223087.09797028848
2472,172781.9192404877
2473,103234.96837524328
2474,67431.25901194543
2475,238152.4383973171
2476,100716.92290313542
2477,94130.30125977797
2478,137249.88943963358
2479,103610.35592774759
2480,147195.5257734739
2481,129904.58119713153
2482,119697.11965299326
2483,103392.04810929562
2484,131585.08997681463
2485,130238.26987326342
2486,144483.78335049728
2487,195252.11766355392
2488,171392.16467971457
2489,157850.52863263778
2490,147781.52599197585
2491,110505.96113404376
2492,190905.22028474708
2493,161150.57370570384
2494,153507.47970717627
2495,96591.12625410214
2496,240774.37128738398
2497,166239.7921271572
2498,97148.75406574222
2499,77643.3946960676
2500,110133.60833984772
2501,144493.36564120377
2502,149730.68263318235
2503,95994.28118327145
2504,172763.8791698289
2505,232035.63848262304
2506,261682.99398898007
2507,277229.5488506648
2508,259206.30155645008
2509,227438.12100156976
2510,221294.62066326954
2511,181010.69562495238
2512,224170.61057722959
2513,238497.46872517944
2514,276768.00885116804
2515,131734.22499316034
2516,179023.64313199377
2517,151441.53318746126
2518,149504.64869642234
2519,243686.98111321143
2520,220985.6367873742
2521,193680.11009696702
2522,227914.07041482045
2523,114125.86259940904
2524,127759.93256275731
2525,118340.90645515411
2526,135592.4624661048
2527,116843.28532760165
2528,123541.18164884642
2529,151136.5031966836
2530,126420.53374863863
2531,260668.31523743857
2532,230534.30338971867
2533,206328.28783145366
2534,255887.24179620022
2535,283805.0350758662
2536,239635.44796753337
2537,244099.33000900858
2538,189065.69243356897
2539,203954.0599179307
2540,186585.58699797018
2541,186560.01249335532
2542,168644.11824386418
2543,125489.01876571609
2544,119101.44416108358
2545,145507.4183079537
2546,140266.76066551375
2547,159496.77781410297
2548,172051.17329333743
2549,160563.8411900841
2550,615934.3072839652
2551,158983.20945072072
2552,143031.395519754
2553,70441.31407944037
2554,90090.72507464526
2555,113215.62592615951
2556,89469.26378589435
2557,109359.14267066392
2558,188108.22881965595
2559,126782.85565589156
2560,141671.72651301877
2561,148511.3024577187
2562,136160.25891612854
2563,139216.0649224539
2564,195163.52808650953
2565,149917.07178573986
2566,141919.75420491875
2567,112142.14971168764
2568,191663.89628293173
2569,184829.62634120946
2570,121877.27910515138
2571,162669.3362135894
2572,167534.80566472642
2573,207408.58818593243
2574,275480.51943543414
2575,140027.0890515645
2576,126020.21010555874
2577,164365.64230036762
2578,80481.0121907815
2579,23191.74075551101
2580,113068.66035699329
2581,121976.23442824633
2582,128623.60149345889
2583,271857.09063121164
2584,166259.40849531215
2585,194601.29641064352
2586,220860.92946160235
2587,201577.22159955863
2588,130564.55443501328
2589,146415.3323186561
2590,219170.73373376665
2591,276119.8755698104
2592,219642.45389141925
2593,263741.2074352659
2594,173911.16892331798
2595,233464.44180057244
2596,302179.8329002948
2597,207020.3074642124
2598,284835.99851729197
2599,363346.63429778896
2600,174150.43595395272
2601,162363.77120572544
2602,67724.55831526333
2603,94400.8902931564
2604,75942.52308051196
2605,60664.86595878104
2606,142231.11507849477
2607,238732.3689880543
2608,207985.03806833742
2609,179216.11805730677
2610,102488.46304995345
2611,133409.02966619824
2612,151240.5567764611
2613,131618.16357719645
2614,110338.19332507807
2615,165918.55597164435
2616,160248.66625475514
2617,198121.73334553494
2618,253417.4980098602
2619,214922.95127005703
2620,198392.4542456508
2621,175557.08699902802
2622,187327.1119489512
2623,238909.14399963524
2624,288676.1496723506
2625,259945.17943438966
2626,171238.98657948282
2627,153968.21060765313
2628,414198.9137008676
2629,463725.13540570467
2630,350704.1482988128
2631,419957.79347239377
2632,381794.56136655156
2633,291052.52447179495
2634,388032.61687744514
2635,157257.69240564655
2636,186421.90769573709
2637,227625.0997098327
2638,259287.96805742144
2639,184636.4813307912
2640,150885.02993833585
2641,94878.80675418259
2642,186193.3646714539
2643,109917.1607587174
2644,107232.75435775315
2645,107484.74581673104
2646,92953.47855993337
2647,111478.18167436817
2648,133279.14873910067
2649,162356.48059413244
2650,138479.95947762733
2651,133056.927614037
2652,358978.2567504607
2653,239838.8761034996
2654,256546.3356486297
2655,386280.37304890656
2656,316093.05311112327
2657,338823.9186841405
2658,314049.5227709039
2659,319519.37770905264
2660,337458.11092753516
2661,346159.0352025096
2662,369040.0788755965
2663,252077.25477340986
2664,291715.3025956797
2665,327374.6108795472
2666,294418.40478489874
2667,183485.01924781475
2668,193863.63668386664
2669,192439.0045756063
2670,282105.78913298494
2671,195717.6901214145
2672,202895.6831348785
2673,204770.63701454585
2674,194510.44524702628
2675,192474.02297451688
2676,204039.63451404648
2677,196005.51889714182
2678,258796.5227370584
2679,263607.41434096877
2680,279418.38773395796
2681,399287.76401226275
2682,300852.013287875
2683,468846.5726390686
2684,323125.3512395277
2685,316048.3318892078
2686,250088.9176960899
2687,283358.958254175
2688,214505.95518586744
2689,213526.44972355047
2690,357379.4602009506
2691,184617.2775636479
2692,157173.992196047
2693,202026.74438165507
2694,148390.89807067407
2695,197651.5589660398
2696,185225.3937775388
2697,184243.70256922586
2698,209911.9463245425
2699,171521.7311453978
2700,154333.5152990722
2701,159598.2577584169
2702,116463.03800012424
2703,145374.41751464672
2704,138228.69231206417
2705,108003.54977361958
2706,104629.11807166557
2707,139445.3089918409
2708,117062.31916719397
2709,105649.97801747208
2710,122712.77173509808
2711,260469.0230109807
2712,380983.7257892116
2713,162712.0212069881
2714,148844.1790039924
2715,176962.7196266085
2716,142958.3324277657
2717,191096.48517514733
2718,218063.90296773746
2719,135102.6584968072
2720,195939.31883955112
2721,134721.52083706384
2722,178540.5652811667
2723,161142.6697487143
2724,133646.93572267247
2725,124161.10966616316
2726,136050.01151479993
2727,174722.74606556192
2728,184321.51792784547
2729,149665.02181147688
2730,139522.1285043869
2731,141666.09481475348
2732,134386.82794147235
2733,163636.1458161899
