PassengerId,Survived_pred,Prob
1227,0,0.1782644728784585
1228,0,0.12256116352564222
1229,0,0.12227197233019829
1230,0,0.2414540929378432
1231,0,0.12897368232486173
1232,0,0.11944346673555561
1233,0,0.11709647505450593
1234,0,0.15193277205075936
1235,1,0.9182143968149377
1236,0,0.09851932779346821
1237,1,0.5160990467013605
1238,0,0.12256116352564222
1239,1,0.6228154413122118
1240,0,0.12256116352564222
1241,1,0.8634458336669258
1242,1,0.936895283246548
1243,0,0.11944346673555561
1244,0,0.22104778838700365
1245,0,0.18036605608742073
1246,1,0.690303382318484
1247,0,0.143650675693623
1248,1,0.9411627953075399
1249,0,0.11709647505450593
1250,0,0.10423850266473998
1251,1,0.5096353294892574
1252,0,0.129498747639505
1253,1,0.8983394273534586
1254,1,0.8634458336669258
1255,0,0.11746129765830689
1256,1,0.9486003731427332
1257,0,0.20667021410167385
1258,0,0.10659903013470634
1259,0,0.2314788166856065
1260,1,0.936895283246548
1261,0,0.13490796388034423
1262,0,0.12256116352564222
1263,1,0.936895283246548
1264,0,0.21947927859246075
1265,0,0.12256116352564222
1266,1,0.9080968981767901
1267,1,0.9362195490231656
1268,0,0.3785658760879578
1269,0,0.12256116352564222
1270,0,0.21693709793041077
1271,0,0.16889146794086268
1272,0,0.10423850266473998
1273,0,0.10423850266473998
1274,0,0.3591388840638474
1275,1,0.5199654625641535
1276,0,0.12256116352564222
1277,1,0.9079370536514346
1278,0,0.11709647505450593
1279,0,0.11211446148668944
1280,0,0.10423850266473998
1281,0,0.12405175799224102
1282,0,0.29996039094007965
1283,1,0.8690356745060175
1284,0,0.13248643902069676
1285,0,0.1015162754530311
1286,0,0.07018038786128619
1287,1,0.9235070689607938
1288,0,0.10423850266473998
1289,1,0.9652042849983179
1290,0,0.11709647505450593
1291,0,0.11140914890652277
1292,1,0.9226998002555667
1293,0,0.12562207993483016
1294,1,0.9409925127169829
1295,0,0.2672415148236223
1296,0,0.2987411238678392
1297,0,0.1753347555750679
1298,0,0.11944346673555561
1299,0,0.2446488584145802
1300,1,0.7135595042242846
1301,1,0.6766618948554286
1302,1,0.7059206122935436
1303,1,0.9361153456765064
1304,0,0.4756427652839743
1305,0,0.11746129765830689
1306,1,0.936895283246548
1307,0,0.11576008380703012
1308,0,0.11746129765830689
1309,0,0.14315108063632911
